issue,date,red1,red2,red3
2019119,2019-05-06(一),02,04,09
2019120,2019-05-07(二),00,00,09
2019121,2019-05-08(三),00,06,08
2019122,2019-05-09(四),05,06,08
2019123,2019-05-10(五),01,05,07
2019124,2019-05-11(六),01,01,02
2019125,2019-05-12(日),00,01,08
2019126,2019-05-13(一),00,04,07
2019127,2019-05-14(二),05,07,08
2019128,2019-05-15(三),00,08,09
2019129,2019-05-16(四),00,04,05
2019130,2019-05-17(五),02,08,09
2019131,2019-05-18(六),00,01,03
2019132,2019-05-19(日),07,07,08
2019133,2019-05-20(一),01,02,09
2019134,2019-05-21(二),03,04,09
2019135,2019-05-22(三),07,08,09
2019136,2019-05-23(四),00,06,07
2019137,2019-05-24(五),03,04,07
2019138,2019-05-25(六),01,03,03
2019139,2019-05-26(日),04,08,09
2019140,2019-05-27(一),02,06,07
2019141,2019-05-28(二),01,03,05
2019142,2019-05-29(三),02,07,09
2019143,2019-05-30(四),01,04,07
2019144,2019-05-31(五),03,08,08
2019145,2019-06-01(六),01,03,05
2019146,2019-06-02(日),00,01,03
2019147,2019-06-03(一),00,04,07
2019148,2019-06-04(二),02,03,06
2019149,2019-06-05(三),00,03,05
2019150,2019-06-06(四),02,05,08
2019151,2019-06-07(五),03,04,07
2019152,2019-06-08(六),00,01,05
2019153,2019-06-09(日),02,03,06
2019154,2019-06-10(一),02,03,06
2019155,2019-06-11(二),00,00,05
2019156,2019-06-12(三),07,08,09
2019157,2019-06-13(四),02,06,06
2019158,2019-06-14(五),00,07,08
2019159,2019-06-15(六),00,01,07
2019160,2019-06-16(日),01,03,05
2019161,2019-06-17(一),02,07,09
2019162,2019-06-18(二),00,03,03
2019163,2019-06-19(三),04,08,09
2019164,2019-06-20(四),01,05,09
2019165,2019-06-21(五),03,08,08
2019166,2019-06-22(六),01,03,05
2019167,2019-06-23(日),01,03,08
2019168,2019-06-24(一),00,01,06
2019169,2019-06-25(二),00,00,06
2019170,2019-06-26(三),05,07,08
2019171,2019-06-27(四),01,06,06
2019172,2019-06-28(五),01,04,06
2019173,2019-06-29(六),04,06,08
2019174,2019-06-30(日),04,08,08
2019175,2019-07-01(一),04,04,06
2019176,2019-07-02(二),00,01,05
2019177,2019-07-03(三),00,01,06
2019178,2019-07-04(四),06,07,09
2019179,2019-07-05(五),00,02,04
2019180,2019-07-06(六),02,06,09
2019181,2019-07-07(日),01,06,08
2019182,2019-07-08(一),01,03,05
2019183,2019-07-09(二),02,07,09
2019184,2019-07-10(三),00,00,06
2019185,2019-07-11(四),01,04,09
2019186,2019-07-12(五),01,05,07
2019187,2019-07-13(六),01,01,02
2019188,2019-07-14(日),04,04,06
2019189,2019-07-15(一),01,03,07
2019190,2019-07-16(二),04,04,06
2019191,2019-07-17(三),02,07,08
2019192,2019-07-18(四),04,06,07
2019193,2019-07-19(五),03,04,09
2019194,2019-07-20(六),00,05,05
2019195,2019-07-21(日),03,04,07
2019196,2019-07-22(一),03,05,08
2019197,2019-07-23(二),04,04,05
2019198,2019-07-24(三),04,05,09
2019199,2019-07-25(四),00,00,03
2019200,2019-07-26(五),00,01,04
2019201,2019-07-27(六),01,04,09
2019202,2019-07-28(日),02,04,09
2019203,2019-07-29(一),00,01,04
2019204,2019-07-30(二),00,03,09
2019205,2019-07-31(三),00,00,05
2019206,2019-08-01(四),07,08,09
2019207,2019-08-02(五),02,04,09
2019208,2019-08-03(六),04,06,07
2019209,2019-08-04(日),00,03,06
2019210,2019-08-05(一),01,03,07
2019211,2019-08-06(二),01,02,03
2019212,2019-08-07(三),06,07,08
2019213,2019-08-08(四),02,04,05
2019214,2019-08-09(五),00,07,08
2019215,2019-08-10(六),04,07,08
2019216,2019-08-11(日),00,04,08
2019217,2019-08-12(一),01,03,06
2019218,2019-08-13(二),02,03,05
2019219,2019-08-14(三),04,05,07
2019220,2019-08-15(四),00,00,01
2019221,2019-08-16(五),04,04,08
2019222,2019-08-17(六),01,05,05
2019223,2019-08-18(日),00,04,05
2019224,2019-08-19(一),00,03,04
2019225,2019-08-20(二),00,01,06
2019226,2019-08-21(三),02,02,05
2019227,2019-08-22(四),02,05,06
2019228,2019-08-23(五),00,04,05
2019229,2019-08-24(六),04,05,08
2019230,2019-08-25(日),07,08,08
2019231,2019-08-26(一),00,01,01
2019232,2019-08-27(二),07,08,09
2019233,2019-08-28(三),00,01,06
2019234,2019-08-29(四),00,03,04
2019235,2019-08-30(五),00,07,07
2019236,2019-08-31(六),01,02,09
2019237,2019-09-01(日),05,09,09
2019238,2019-09-02(一),01,02,07
2019239,2019-09-03(二),01,03,08
2019240,2019-09-04(三),04,06,06
2019241,2019-09-05(四),00,06,08
2019242,2019-09-06(五),01,06,09
2019243,2019-09-07(六),02,06,08
2019244,2019-09-08(日),05,05,07
2019245,2019-09-09(一),01,02,08
2019246,2019-09-10(二),01,05,06
2019247,2019-09-11(三),00,06,07
2019248,2019-09-12(四),02,02,06
2019249,2019-09-13(五),01,07,09
2019250,2019-09-14(六),05,05,07
2019251,2019-09-15(日),00,00,05
2019252,2019-09-16(一),01,03,08
2019253,2019-09-17(二),01,02,08
2019254,2019-09-18(三),05,05,07
2019255,2019-09-19(四),02,03,06
2019256,2019-09-20(五),00,01,08
2019257,2019-09-21(六),00,00,01
2019258,2019-09-22(日),00,01,03
2019259,2019-09-23(一),08,09,09
2019260,2019-09-24(二),07,09,09
2019261,2019-09-25(三),01,05,09
2019262,2019-09-26(四),00,01,03
2019263,2019-09-27(五),04,09,09
2019264,2019-09-28(六),07,08,09
2019265,2019-09-29(日),09,09,09
2019266,2019-09-30(一),05,08,09
2019267,2019-10-08(二),08,08,09
2019268,2019-10-09(三),03,03,07
2019269,2019-10-10(四),01,04,07
2019270,2019-10-11(五),04,07,08
2019271,2019-10-12(六),05,06,09
2019272,2019-10-13(日),00,00,07
2019273,2019-10-14(一),01,03,04
2019274,2019-10-15(二),03,04,09
2019275,2019-10-16(三),04,07,09
2019276,2019-10-17(四),03,07,08
2019277,2019-10-18(五),00,04,06
2019278,2019-10-19(六),02,04,08
2019279,2019-10-20(日),02,06,06
2019280,2019-10-21(一),00,01,06
2019281,2019-10-22(二),00,08,09
2019282,2019-10-23(三),05,08,08
2019283,2019-10-24(四),04,04,04
2019284,2019-10-25(五),02,05,06
2019285,2019-10-26(六),00,05,09
2019286,2019-10-27(日),02,03,09
2019287,2019-10-28(一),01,05,07
2019288,2019-10-29(二),05,07,08
2019289,2019-10-30(三),02,03,06
2019290,2019-10-31(四),02,03,08
2019291,2019-11-01(五),02,08,08
2019292,2019-11-02(六),00,06,08
2019293,2019-11-03(日),03,06,06
2019294,2019-11-04(一),01,02,06
2019295,2019-11-05(二),07,07,08
2019296,2019-11-06(三),03,04,05
2019297,2019-11-07(四),05,06,09
2019298,2019-11-08(五),03,03,05
2019299,2019-11-09(六),02,03,08
2019300,2019-11-10(日),03,06,09
2019301,2019-11-11(一),00,01,09
2019302,2019-11-12(二),02,04,06
2019303,2019-11-13(三),00,09,09
2019304,2019-11-14(四),04,05,06
2019305,2019-11-15(五),03,04,09
2019306,2019-11-16(六),01,03,05
2019307,2019-11-17(日),00,03,06
2019308,2019-11-18(一),02,06,07
2019309,2019-11-19(二),01,03,04
2019310,2019-11-20(三),05,06,07
2019311,2019-11-21(四),02,04,08
2019312,2019-11-22(五),00,01,03
2019313,2019-11-23(六),00,04,08
2019314,2019-11-24(日),04,05,09
2019315,2019-11-25(一),03,08,09
2019316,2019-11-26(二),05,08,08
2019317,2019-11-27(三),04,05,08
2019318,2019-11-28(四),02,02,03
2019319,2019-11-29(五),03,03,03
2019320,2019-11-30(六),05,08,08
2019321,2019-12-01(日),03,05,08
2019322,2019-12-02(一),00,04,04
2019323,2019-12-03(二),00,01,07
2019324,2019-12-04(三),02,03,04
2019325,2019-12-05(四),07,08,09
2019326,2019-12-06(五),04,05,05
2019327,2019-12-07(六),02,02,04
2019328,2019-12-08(日),01,02,05
2019329,2019-12-09(一),00,04,07
2019330,2019-12-10(二),02,05,06
2019331,2019-12-11(三),03,08,08
2019332,2019-12-12(四),06,07,07
2019333,2019-12-13(五),03,05,06
2019334,2019-12-14(六),00,00,00
2019335,2019-12-15(日),06,07,07
2019336,2019-12-16(一),05,06,06
2019337,2019-12-17(二),05,09,09
2019338,2019-12-18(三),01,04,09
2019339,2019-12-19(四),00,02,06
2019340,2019-12-20(五),00,01,05
2019341,2019-12-21(六),00,02,08
2019342,2019-12-22(日),07,08,09
2019343,2019-12-23(一),03,05,08
2019344,2019-12-24(二),00,04,07
2019345,2019-12-25(三),01,01,05
2019346,2019-12-26(四),02,04,07
2019347,2019-12-27(五),03,04,08
2019348,2019-12-28(六),02,02,08
2019349,2019-12-29(日),07,08,08
2019350,2019-12-30(一),00,02,09
2019351,2019-12-31(二),02,05,08
2020001,2020-01-01(三),00,07,08
2020002,2020-01-02(四),03,03,07
2020003,2020-01-03(五),00,00,04
2020004,2020-01-04(六),00,07,08
2020005,2020-01-05(日),00,04,08
2020006,2020-01-06(一),02,06,09
2020007,2020-01-07(二),04,06,09
2020008,2020-01-08(三),00,02,06
2020009,2020-01-09(四),04,05,07
2020010,2020-01-10(五),03,08,09
2020011,2020-01-11(六),03,07,09
2020012,2020-01-12(日),00,05,07
2020013,2020-01-13(一),04,04,07
2020014,2020-01-14(二),01,03,07
2020015,2020-01-15(三),05,06,08
2020016,2020-01-16(四),01,02,05
2020017,2020-01-17(五),03,04,04
2020018,2020-01-18(六),02,03,06
2020019,2020-01-19(日),00,04,09
2020020,2020-01-20(一),02,06,09
2020021,2020-01-21(二),00,01,09
2020022,2020-03-11(三),04,05,08
2020023,2020-03-12(四),01,01,05
2020024,2020-03-13(五),02,07,08
2020025,2020-03-14(六),01,03,04
2020026,2020-03-15(日),05,08,08
2020027,2020-03-16(一),01,02,03
2020028,2020-03-17(二),02,05,06
2020029,2020-03-18(三),00,02,04
2020030,2020-03-19(四),00,03,07
2020031,2020-03-20(五),01,08,08
2020032,2020-03-21(六),04,07,09
2020033,2020-03-22(日),01,01,06
2020034,2020-03-23(一),01,03,05
2020035,2020-03-24(二),06,07,07
2020036,2020-03-25(三),00,04,07
2020037,2020-03-26(四),03,06,08
2020038,2020-03-27(五),02,03,09
2020039,2020-03-28(六),02,04,07
2020040,2020-03-29(日),00,00,09
2020041,2020-03-30(一),07,08,09
2020042,2020-03-31(二),00,03,04
2020043,2020-04-01(三),05,06,07
2020044,2020-04-02(四),02,02,07
2020045,2020-04-03(五),02,03,04
2020046,2020-04-04(六),02,02,08
2020047,2020-04-05(日),04,07,08
2020048,2020-04-06(一),07,09,09
2020049,2020-04-07(二),02,07,09
2020050,2020-04-08(三),01,03,04
2020051,2020-04-09(四),01,02,02
2020052,2020-04-10(五),00,03,05
2020053,2020-04-11(六),00,03,04
2020054,2020-04-12(日),07,08,09
2020055,2020-04-13(一),04,06,08
2020056,2020-04-14(二),02,04,06
2020057,2020-04-15(三),00,08,08
2020058,2020-04-16(四),00,02,09
2020059,2020-04-17(五),04,08,09
2020060,2020-04-18(六),02,08,08
2020061,2020-04-19(日),03,05,05
2020062,2020-04-20(一),00,02,09
2020063,2020-04-21(二),03,06,06
2020064,2020-04-22(三),03,05,08
2020065,2020-04-23(四),02,04,09
2020066,2020-04-24(五),01,02,09
2020067,2020-04-25(六),02,04,09
2020068,2020-04-26(日),01,03,05
2020069,2020-04-27(一),00,02,06
2020070,2020-04-28(二),03,05,08
2020071,2020-04-29(三),00,05,09
2020072,2020-04-30(四),01,02,09
2020073,2020-05-01(五),05,06,08
2020074,2020-05-02(六),00,07,09
2020075,2020-05-03(日),02,06,07
2020076,2020-05-04(一),00,02,08
2020077,2020-05-05(二),00,00,02
2020078,2020-05-06(三),05,07,09
2020079,2020-05-07(四),00,05,07
2020080,2020-05-08(五),02,06,06
2020081,2020-05-09(六),01,04,08
2020082,2020-05-10(日),01,01,09
2020083,2020-05-11(一),00,04,04
2020084,2020-05-12(二),01,02,06
2020085,2020-05-13(三),03,03,06
2020086,2020-05-14(四),01,05,06
2020087,2020-05-15(五),01,01,04
2020088,2020-05-16(六),04,06,07
2020089,2020-05-17(日),05,07,07
2020090,2020-05-18(一),05,05,07
2020091,2020-05-19(二),00,08,08
2020092,2020-05-20(三),04,07,09
2020093,2020-05-21(四),01,02,04
2020094,2020-05-22(五),01,01,09
2020095,2020-05-23(六),00,04,07
2020096,2020-05-24(日),06,06,06
2020097,2020-05-25(一),00,04,08
2020098,2020-05-26(二),02,02,09
2020099,2020-05-27(三),01,06,08
2020100,2020-05-28(四),06,06,08
2020101,2020-05-29(五),02,08,09
2020102,2020-05-30(六),06,07,08
2020103,2020-05-31(日),02,07,08
2020104,2020-06-01(一),03,07,09
2020105,2020-06-02(二),01,08,09
2020106,2020-06-03(三),04,06,09
2020107,2020-06-04(四),05,06,08
2020108,2020-06-05(五),01,05,05
2020109,2020-06-06(六),01,08,08
2020110,2020-06-07(日),00,04,05
2020111,2020-06-08(一),00,02,02
2020112,2020-06-09(二),00,03,05
2020113,2020-06-10(三),02,04,05
2020114,2020-06-11(四),03,07,07
2020115,2020-06-12(五),00,03,06
2020116,2020-06-13(六),00,00,08
2020117,2020-06-14(日),01,02,07
2020118,2020-06-15(一),02,07,09
2020119,2020-06-16(二),01,02,05
2020120,2020-06-17(三),00,01,09
2020121,2020-06-18(四),00,07,08
2020122,2020-06-19(五),03,04,08
2020123,2020-06-20(六),00,01,05
2020124,2020-06-21(日),01,05,08
2020125,2020-06-22(一),04,07,09
2020126,2020-06-23(二),01,05,09
2020127,2020-06-24(三),05,08,08
2020128,2020-06-25(四),06,08,08
2020129,2020-06-26(五),00,03,06
2020130,2020-06-27(六),04,05,05
2020131,2020-06-28(日),00,03,05
2020132,2020-06-29(一),04,06,09
2020133,2020-06-30(二),02,06,07
2020134,2020-07-01(三),04,08,08
2020135,2020-07-02(四),05,06,09
2020136,2020-07-03(五),04,06,07
2020137,2020-07-04(六),04,09,09
2020138,2020-07-05(日),00,00,02
2020139,2020-07-06(一),00,05,09
2020140,2020-07-07(二),01,04,08
2020141,2020-07-08(三),00,05,08
2020142,2020-07-09(四),08,09,09
2020143,2020-07-10(五),00,06,08
2020144,2020-07-11(六),06,08,09
2020145,2020-07-12(日),00,01,09
2020146,2020-07-13(一),03,05,05
2020147,2020-07-14(二),00,06,08
2020148,2020-07-15(三),01,08,09
2020149,2020-07-16(四),01,03,09
2020150,2020-07-17(五),01,02,06
2020151,2020-07-18(六),07,08,08
2020152,2020-07-19(日),00,04,07
2020153,2020-07-20(一),01,06,09
2020154,2020-07-21(二),06,08,08
2020155,2020-07-22(三),03,09,09
2020156,2020-07-23(四),01,01,02
2020157,2020-07-24(五),00,00,02
2020158,2020-07-25(六),00,02,03
2020159,2020-07-26(日),01,05,09
2020160,2020-07-27(一),03,05,09
2020161,2020-07-28(二),06,08,08
2020162,2020-07-29(三),00,01,08
2020163,2020-07-30(四),00,04,08
2020164,2020-07-31(五),06,07,09
2020165,2020-08-01(六),00,01,09
2020166,2020-08-02(日),00,08,08
2020167,2020-08-03(一),01,04,06
2020168,2020-08-04(二),01,02,05
2020169,2020-08-05(三),05,06,09
2020170,2020-08-06(四),02,04,09
2020171,2020-08-07(五),00,01,07
2020172,2020-08-08(六),06,07,09
2020173,2020-08-09(日),00,09,09
2020174,2020-08-10(一),06,07,08
2020175,2020-08-11(二),00,03,04
2020176,2020-08-12(三),03,03,09
2020177,2020-08-13(四),01,03,07
2020178,2020-08-14(五),00,02,05
2020179,2020-08-15(六),00,06,06
2020180,2020-08-16(日),04,04,06
2020181,2020-08-17(一),02,02,07
2020182,2020-08-18(二),04,05,08
2020183,2020-08-19(三),04,05,09
2020184,2020-08-20(四),00,01,01
2020185,2020-08-21(五),01,03,06
2020186,2020-08-22(六),00,03,09
2020187,2020-08-23(日),01,02,06
2020188,2020-08-24(一),04,05,06
2020189,2020-08-25(二),02,05,06
2020190,2020-08-26(三),03,03,07
2020191,2020-08-27(四),01,04,06
2020192,2020-08-28(五),00,07,08
2020193,2020-08-29(六),03,03,09
2020194,2020-08-30(日),01,04,09
2020195,2020-08-31(一),02,03,04
2020196,2020-09-01(二),01,04,07
2020197,2020-09-02(三),04,07,08
2020198,2020-09-03(四),02,03,08
2020199,2020-09-04(五),05,06,07
2020200,2020-09-05(六),00,02,06
2020201,2020-09-06(日),02,04,09
2020202,2020-09-07(一),02,04,08
2020203,2020-09-08(二),00,00,01
2020204,2020-09-09(三),01,02,06
2020205,2020-09-10(四),03,09,09
2020206,2020-09-11(五),00,06,09
2020207,2020-09-12(六),02,03,04
2020208,2020-09-13(日),00,02,02
2020209,2020-09-14(一),03,07,07
2020210,2020-09-15(二),04,06,09
2020211,2020-09-16(三),01,02,04
2020212,2020-09-17(四),01,04,08
2020213,2020-09-18(五),00,02,07
2020214,2020-09-19(六),01,05,06
2020215,2020-09-20(日),01,01,04
2020216,2020-09-21(一),03,05,08
2020217,2020-09-22(二),06,07,09
2020218,2020-09-23(三),03,05,08
2020219,2020-09-24(四),02,05,08
2020220,2020-09-25(五),03,07,09
2020221,2020-09-26(六),08,08,09
2020222,2020-09-27(日),03,06,08
2020223,2020-09-28(一),01,02,04
2020224,2020-09-29(二),05,07,08
2020225,2020-09-30(三),00,07,09
2020226,2020-10-05(一),00,03,08
2020227,2020-10-06(二),03,05,06
2020228,2020-10-07(三),00,03,05
2020229,2020-10-08(四),01,01,02
2020230,2020-10-09(五),03,06,09
2020231,2020-10-10(六),06,07,08
2020232,2020-10-11(日),01,02,08
2020233,2020-10-12(一),02,04,07
2020234,2020-10-13(二),01,06,07
2020235,2020-10-14(三),01,03,04
2020236,2020-10-15(四),01,03,06
2020237,2020-10-16(五),03,06,09
2020238,2020-10-17(六),03,03,04
2020239,2020-10-18(日),04,05,07
2020240,2020-10-19(一),05,05,07
2020241,2020-10-20(二),01,01,02
2020242,2020-10-21(三),00,07,08
2020243,2020-10-22(四),02,05,08
2020244,2020-10-23(五),03,03,04
2020245,2020-10-24(六),00,03,09
2020246,2020-10-25(日),04,06,08
2020247,2020-10-26(一),02,04,08
2020248,2020-10-27(二),02,02,08
2020249,2020-10-28(三),00,04,07
2020250,2020-10-29(四),03,06,08
2020251,2020-10-30(五),02,08,08
2020252,2020-10-31(六),04,07,09
2020253,2020-11-01(日),05,05,07
2020254,2020-11-02(一),06,06,09
2020255,2020-11-03(二),00,01,06
2020256,2020-11-04(三),04,04,08
2020257,2020-11-05(四),04,08,09
2020258,2020-11-06(五),00,02,04
2020259,2020-11-07(六),00,02,04
2020260,2020-11-08(日),00,02,08
2020261,2020-11-09(一),01,02,04
2020262,2020-11-10(二),00,06,07
2020263,2020-11-11(三),00,00,07
2020264,2020-11-12(四),01,04,07
2020265,2020-11-13(五),04,06,07
2020266,2020-11-14(六),02,07,08
2020267,2020-11-15(日),05,05,08
2020268,2020-11-16(一),00,07,08
2020269,2020-11-17(二),01,03,09
2020270,2020-11-18(三),03,06,09
2020271,2020-11-19(四),00,05,05
2020272,2020-11-20(五),04,06,07
2020273,2020-11-21(六),00,06,08
2020274,2020-11-22(日),01,08,09
2020275,2020-11-23(一),00,07,07
2020276,2020-11-24(二),02,07,07
2020277,2020-11-25(三),00,01,02
2020278,2020-11-26(四),00,01,02
2020279,2020-11-27(五),02,03,03
2020280,2020-11-28(六),00,00,02
2020281,2020-11-29(日),01,01,04
2020282,2020-11-30(一),01,01,05
2020283,2020-12-01(二),04,08,09
2020284,2020-12-02(三),00,02,05
2020285,2020-12-03(四),05,07,08
2020286,2020-12-04(五),02,06,08
2020287,2020-12-05(六),02,04,06
2020288,2020-12-06(日),05,06,09
2020289,2020-12-07(一),00,06,08
2020290,2020-12-08(二),01,04,08
2020291,2020-12-09(三),03,05,07
2020292,2020-12-10(四),01,04,09
2020293,2020-12-11(五),05,06,06
2020294,2020-12-12(六),00,04,06
2020295,2020-12-13(日),00,02,07
2020296,2020-12-14(一),08,08,09
2020297,2020-12-15(二),00,02,04
2020298,2020-12-16(三),02,04,06
2020299,2020-12-17(四),04,06,09
2020300,2020-12-18(五),02,09,09
2020301,2020-12-19(六),01,04,07
2020302,2020-12-20(日),03,07,09
2020303,2020-12-21(一),03,04,06
2020304,2020-12-22(二),05,06,08
2020305,2020-12-23(三),00,05,06
2020306,2020-12-24(四),00,01,08
2020307,2020-12-25(五),07,08,09
2020308,2020-12-26(六),01,01,05
2020309,2020-12-27(日),03,05,06
2020310,2020-12-28(一),01,01,06
2020311,2020-12-29(二),04,05,07
2020312,2020-12-30(三),03,04,04
2020313,2020-12-31(四),03,05,08
2021001,2021-01-01(五),01,07,07
2021002,2021-01-02(六),06,06,07
2021003,2021-01-03(日),01,01,03
2021004,2021-01-04(一),01,08,09
2021005,2021-01-05(二),03,08,09
2021006,2021-01-06(三),03,03,07
2021007,2021-01-07(四),00,02,09
2021008,2021-01-08(五),02,03,08
2021009,2021-01-09(六),02,06,06
2021010,2021-01-10(日),02,03,03
2021011,2021-01-11(一),00,02,06
2021012,2021-01-12(二),00,06,09
2021013,2021-01-13(三),02,04,04
2021014,2021-01-14(四),02,04,08
2021015,2021-01-15(五),06,07,09
2021016,2021-01-16(六),01,05,06
2021017,2021-01-17(日),00,07,08
2021018,2021-01-18(一),01,02,05
2021019,2021-01-19(二),01,05,08
2021020,2021-01-20(三),07,09,09
2021021,2021-01-21(四),00,01,04
2021022,2021-01-22(五),04,09,09
2021023,2021-01-23(六),01,01,03
2021024,2021-01-24(日),00,00,03
2021025,2021-01-25(一),00,02,08
2021026,2021-01-26(二),02,04,06
2021027,2021-01-27(三),02,04,07
2021028,2021-01-28(四),01,03,08
2021029,2021-01-29(五),00,01,05
2021030,2021-01-30(六),04,06,09
2021031,2021-01-31(日),00,01,09
2021032,2021-02-01(一),00,02,07
2021033,2021-02-02(二),02,05,08
2021034,2021-02-03(三),06,07,09
2021035,2021-02-04(四),00,01,02
2021036,2021-02-05(五),00,01,01
2021037,2021-02-06(六),00,00,07
2021038,2021-02-07(日),05,06,08
2021039,2021-02-08(一),04,06,07
2021040,2021-02-19(五),02,07,09
2021041,2021-02-20(六),01,03,06
2021042,2021-02-21(日),00,01,06
2021043,2021-02-22(一),03,06,09
2021044,2021-02-23(二),02,03,03
2021045,2021-02-24(三),04,04,05
2021046,2021-02-25(四),01,07,09
2021047,2021-02-26(五),03,06,08
2021048,2021-02-27(六),00,00,04
2021049,2021-02-28(日),04,07,07
2021050,2021-03-01(一),01,03,09
2021051,2021-03-02(二),00,06,09
2021052,2021-03-03(三),02,03,09
2021053,2021-03-04(四),06,08,09
2021054,2021-03-05(五),03,04,07
2021055,2021-03-06(六),02,04,05
2021056,2021-03-07(日),05,08,09
2021057,2021-03-08(一),05,05,06
2021058,2021-03-09(二),04,07,08
2021059,2021-03-10(三),01,05,08
2021060,2021-03-11(四),05,07,08
2021061,2021-03-12(五),00,03,05
2021062,2021-03-13(六),00,01,03
2021063,2021-03-14(日),01,01,08
2021064,2021-03-15(一),01,04,09
2021065,2021-03-16(二),00,05,08
2021066,2021-03-17(三),01,06,07
2021067,2021-03-18(四),00,06,08
2021068,2021-03-19(五),05,06,08
2021069,2021-03-20(六),02,07,07
2021070,2021-03-21(日),03,06,07
2021071,2021-03-22(一),01,04,09
2021072,2021-03-23(二),00,00,04
2021073,2021-03-24(三),06,07,08
2021074,2021-03-25(四),02,03,07
2021075,2021-03-26(五),05,07,07
2021076,2021-03-27(六),04,05,09
2021077,2021-03-28(日),03,05,08
2021078,2021-03-29(一),00,07,09
2021079,2021-03-30(二),01,06,07
2021080,2021-03-31(三),01,02,08
2021081,2021-04-01(四),00,03,04
2021082,2021-04-02(五),00,06,07
2021083,2021-04-03(六),01,01,03
2021084,2021-04-04(日),06,06,07
2021085,2021-04-05(一),02,03,05
2021086,2021-04-06(二),02,03,04
2021087,2021-04-07(三),00,02,09
2021088,2021-04-08(四),01,04,04
2021089,2021-04-09(五),03,03,08
2021090,2021-04-10(六),01,03,07
2021091,2021-04-11(日),00,04,05
2021092,2021-04-12(一),00,05,07
2021093,2021-04-13(二),03,03,03
2021094,2021-04-14(三),06,09,09
2021095,2021-04-15(四),08,09,09
2021096,2021-04-16(五),02,04,04
2021097,2021-04-17(六),01,06,08
2021098,2021-04-18(日),00,01,04
2021099,2021-04-19(一),00,08,09
2021100,2021-04-20(二),07,07,08
2021101,2021-04-21(三),01,04,05
2021102,2021-04-22(四),00,01,09
2021103,2021-04-23(五),01,02,05
2021104,2021-04-24(六),03,05,08
2021105,2021-04-25(日),05,08,09
2021106,2021-04-26(一),02,07,08
2021107,2021-04-27(二),02,07,08
2021108,2021-04-28(三),00,03,05
2021109,2021-04-29(四),01,03,08
2021110,2021-04-30(五),01,02,03
2021111,2021-05-01(六),01,02,07
2021112,2021-05-02(日),03,04,09
2021113,2021-05-03(一),00,01,02
2021114,2021-05-04(二),05,07,07
2021115,2021-05-05(三),01,02,03
2021116,2021-05-06(四),01,01,06
2021117,2021-05-07(五),00,07,09
2021118,2021-05-08(六),00,05,05
2021119,2021-05-09(日),05,08,09
2021120,2021-05-10(一),00,04,05
2021121,2021-05-11(二),00,01,08
2021122,2021-05-12(三),00,01,04
2021123,2021-05-13(四),04,07,08
2021124,2021-05-14(五),00,04,07
2021125,2021-05-15(六),02,04,09
2021126,2021-05-16(日),01,04,06
2021127,2021-05-17(一),00,06,06
2021128,2021-05-18(二),01,03,07
2021129,2021-05-19(三),01,06,08
2021130,2021-05-20(四),01,08,09
2021131,2021-05-21(五),00,05,05
2021132,2021-05-22(六),06,08,08
2021133,2021-05-23(日),00,01,06
2021134,2021-05-24(一),04,05,06
2021135,2021-05-25(二),00,01,08
2021136,2021-05-26(三),08,08,08
2021137,2021-05-27(四),00,00,07
2021138,2021-05-28(五),04,05,09
2021139,2021-05-29(六),00,00,08
2021140,2021-05-30(日),03,05,09
2021141,2021-05-31(一),00,00,07
2021142,2021-06-01(二),06,07,09
2021143,2021-06-02(三),02,02,03
2021144,2021-06-03(四),02,05,08
2021145,2021-06-04(五),01,06,07
2021146,2021-06-05(六),05,08,08
2021147,2021-06-06(日),01,08,09
2021148,2021-06-07(一),04,05,09
2021149,2021-06-08(二),02,07,09
2021150,2021-06-09(三),02,06,08
2021151,2021-06-10(四),01,01,06
2021152,2021-06-11(五),01,02,07
2021153,2021-06-12(六),01,01,04
2021154,2021-06-13(日),00,03,04
2021155,2021-06-14(一),00,08,09
2021156,2021-06-15(二),03,03,04
2021157,2021-06-16(三),00,07,08
2021158,2021-06-17(四),00,03,07
2021159,2021-06-18(五),02,03,07
2021160,2021-06-19(六),05,08,09
2021161,2021-06-20(日),02,09,09
2021162,2021-06-21(一),07,08,08
2021163,2021-06-22(二),05,06,06
2021164,2021-06-23(三),01,02,05
2021165,2021-06-24(四),03,07,08
2021166,2021-06-25(五),03,07,08
2021167,2021-06-26(六),01,02,06
2021168,2021-06-27(日),04,05,06
2021169,2021-06-28(一),00,02,04
2021170,2021-06-29(二),01,04,08
2021171,2021-06-30(三),03,06,06
2021172,2021-07-01(四),02,06,07
2021173,2021-07-02(五),00,02,03
2021174,2021-07-03(六),06,06,07
2021175,2021-07-04(日),01,02,03
2021176,2021-07-05(一),01,02,03
2021177,2021-07-06(二),03,06,09
2021178,2021-07-07(三),01,06,07
2021179,2021-07-08(四),04,09,09
2021180,2021-07-09(五),01,04,04
2021181,2021-07-10(六),01,03,07
2021182,2021-07-11(日),02,04,07
2021183,2021-07-12(一),04,05,06
2021184,2021-07-13(二),04,07,09
2021185,2021-07-14(三),03,08,09
2021186,2021-07-15(四),01,02,07
2021187,2021-07-16(五),00,04,07
2021188,2021-07-17(六),00,04,05
2021189,2021-07-18(日),00,03,08
2021190,2021-07-19(一),00,03,06
